Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2006","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","238","304","3692","244","810","53","9","2","0","0","0","66","5117"
"2006","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","586","281","3300","39","863","42","5","5","2","1","1","55","4539"
"2006","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","409","249","1429","184","360","38","3","0","1","0","0","42","2264"
"2006","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","31","34","387","100","74","12","1","0","0","0","0","13","609"
"2006","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","280","443","3362","18","769","104","12","5","5","1","0","126","4719"
"2006","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","129","890","6200","67","1461","236","27","52","10","5","7","337","8955"
"2006","48517","London","Westminster","A4","PU","530070","180460","Northumberland Ave","St Martins Pl","0.06","47","67","386","37","49","9","1","0","0","0","0","11","549"
"2006","48552","London","Westminster","A3211","PU","531000","180790","A400","LA Boundary","0.62","755","1936","10928","312","2151","363","34","24","6","7","10","445","15772"
"2006","48553","London","Westminster","A302","PU","530239","179670","Parliament Square","A3211","0.12","245","373","1745","130","403","45","6","4","1","1","1","57","2707"
"2006","48576","London","Westminster","A3216","PU","528561","177902","LA Boundary","A3212 Grosvenor Rd","0.06","188","63","565","25","146","15","1","3","1","1","1","22","821"
"2006","48578","London","Westminster","A302","PU","530393","179673","LA Boundary","A3211","0.12","116","114","936","87","178","28","3","2","0","0","0","34","1349"
"2006","48613","London","Westminster","A4","PU","530840","181050","A301","Strand","0.12","59","74","1322","162","213","34","2","2","0","0","0","39","1810"
"2006","48821","London","Westminster","A3213","PU","529300","178500","A3214","A202","0.8","63","95","2018","197","539","45","8","4","3","2","0","62","2911"
"2006","56117","London","Westminster","A4","PU","530810","180940","Aldwych","Aldwych","0.24","292","301","2195","216","609","99","9","7","1","0","0","116","3437"
"2006","56431","London","Westminster","A40","PU","529080","181250","Regent St","Great Portland St","0.06","91","16","187","53","13","1","0","0","0","0","0","1","270"
"2006","56433","London","Westminster","A3214","PU","528800","179000","A3213","Victoria St","0.18","101","65","1313","180","130","30","2","9","1","1","1","43","1731"
"2006","56592","London","Westminster","A202","PU","530100","178200","A3212","LA Boundary","0.12","127","145","1461","104","449","42","4","3","2","2","2","54","2214"
"2006","56625","London","Westminster","A40","PU","528000","181020","Marble Arch","A41 Portman St","0.18","86","57","582","401","108","22","2","1","1","0","0","27","1174"
"2006","56890","London","Westminster","A302","PU","530000","179550","Bressenden Place","Parliament Square","0.74","320","450","4027","680","1202","142","19","12","2","1","3","179","6538"
"2006","57536","London","Westminster","A302","PU","528947","179161","Wilton Rd/Vauxhall Bridge Rd","Buckingham Palace Rd","0.12","39","46","813","134","199","32","4","4","2","1","1","45","1236"
"2006","57537","London","Westminster","A501","PU","527862","181939","A41","A41","0.12","91","272","2829","82","532","59","8","9","4","3","4","88","3803"
"2006","57910","London","Westminster","A202","PU","529040","178950","Vauxhall Bridge Rd","Victoria St/Vauxhall Bridge Rd","0.18","52","102","1006","79","232","40","3","2","1","1","1","47","1466"
"2006","58136","London","Westminster","A4","PU","529750","180380","Waterloo Pl","Cockspur St","0.06","18","54","418","58","104","16","1","0","0","0","0","18","653"
"2006","58172","London","Westminster","A202","PU","529621","178557","Wilton Rd","A3213","0.62","352","377","4434","293","1075","177","14","14","5","8","7","225","6404"
"2006","58173","London","Westminster","A4206","PU","526760","181690","Bishop's Bridge Rd roundabout","Edgware Rd","0.37","248","673","4390","98","1147","138","23","14","2","0","1","178","6485"
"2006","70181","London","Westminster","A40","PU","526950","181700","A4206","A5/A501","0.12","64","445","3100","34","730","118","13","26","5","2","3","168","4477"
"2006","70190","London","Westminster","A4201","PU","529080","181350","A40","A5204","0.15","65","50","269","1","62","7","0","0","0","0","0","7","389"
"2006","70191","London","Westminster","A5204","PU","529000","181480","A4201 Langham Place","A4201 Great Portland St","0.06","69","62","214","1","84","12","1","0","0","0","0","13","375"
"2006","70192","London","Westminster","A400","PU","530250","180330","Trafalgar Sq","A3211","0.24","121","388","1140","60","325","36","4","4","2","0","0","46","1959"
"2006","73225","London","Westminster","A4200","PU","530697","181140","A4","LA Boundary","0.12","96","104","801","99","257","46","3","2","0","0","0","52","1313"
"2006","74534","London","Westminster","A40","PU","525432","181677","LA Boundary","A4206","1.24","0","2286","34153","217","5469","716","96","172","30","19","22","1056","43180"
"2006","74971","London","Westminster","A302","PU","528737","179285","Buckingham Palace Rd/Victoria St","lower Grosvenor Place","0.16","97","91","1531","197","356","31","3","3","1","1","1","39","2214"
"2006","74972","London","Westminster","A5","PU","527100","181660","A40","Praed St","0.06","49","49","571","45","180","19","2","1","1","1","1","24","869"
"2006","74973","London","Westminster","A41","PU","528050","181300","Gloucester Place","Baker St","0.12","25","13","205","2","31","3","0","0","0","0","0","3","255"
"2006","74974","London","Westminster","A41","PU","527900","181810","Gloucester Place","Baker St","0.12","3","4","96","2","20","4","0","0","0","0","0","5","127"
"2006","74975","London","Westminster","A41","PU","528000","181230","Seymour St","Portman Sq (north)","0.06","5","18","323","42","67","8","1","1","0","0","0","11","460"
"2006","74976","London","Westminster","A41","PU","528130","181300","Portman Sq (north)","Wigmore St","0.06","8","21","199","34","36","4","1","1","1","0","0","6","297"
"2006","74977","London","Westminster","A41","PU","527800","181860","York St","Marylebone Rd","0.06","5","18","323","42","67","8","1","1","0","0","0","11","460"
"2006","74978","London","Westminster","A41","PU","527950","181900","Marylebone Rd","York St","0.06","8","21","199","34","36","4","1","1","1","0","0","6","297"
"2006","80694","London","Westminster","A4","PU","529900","180470","Haymarket","Trafalgar Square","0.18","9","74","405","28","173","16","2","1","1","0","0","20","701"
"2006","81117","London","Westminster","A301","PU","530630","180780","A4","A301","0.12","41","123","1209","82","250","36","3","3","1","1","1","45","1709"
"2006","81118","London","Westminster","A301","PU","530750","180580","A301","LA Boundary","0.06","72","65","477","96","106","11","1","0","0","0","0","13","757"
"2006","81119","London","Westminster","A301","PU","530640","180950","A301","LA Boundary","0.43","132","72","599","44","127","20","2","2","1","0","0","26","868"
"2007","6119","London","Westminster","A4","PU","531060","181090","Aldwych","LA Boundary","0.18","123","121","1191","149","266","34","6","3","0","1","1","45","1771"
"2007","6120","London","Westminster","A4","PU","528900","180220","Hyde Park Corner","St James St","0.55","344","829","6609","576","1763","203","21","5","5","3","2","239","10015"
"2007","6152","London","Westminster","A5","PU","527500","181240","Sussex Gdns","Seymour St","0.37","143","262","3728","367","1199","148","15","8","7","7","4","189","5744"
"2007","6426","London","Westminster","A40","PU","528500","181100","Orchard St","Regent St","0.49","186","20","257","793","36","6","0","0","0","0","0","6","1112"
"2007","6459","London","Westminster","A41","PU","528000","181700","York St","Portman Sq (north)","0.31","35","89","906","178","174","22","3","4","3","2","1","34","1380"
"2007","6896","London","Westminster","A315","PU","527000","179700","LA Boundary","A4/A3216","1.05","259","851","5177","674","1259","187","20","3","5","1","3","218","8179"
"2007","7603","London","Westminster","A3212","PU","530200","179300","A3203","Parliament Square","0.43","318","533","2705","182","705","143","13","6","3","2","8","176","4301"
"2007","7672","London","Westminster","A4201","PU","528800","181700","A5204","A501","0.49","209","282","2295","264","569","162","20","12","7","5","3","209","3619"
"2007","7934","London","Westminster","A3214","PU","528600","178600","B302","A3213","0.55","473","230","2269","651","532","42","3","1","0","0","1","47","3729"
"2007","8083","London","Westminster","A41","PU","527410","182550","A41","A5205","0.43","64","118","4413","296","571","96","8","7","4","3","3","122","5520"
"2007","8448","London","Westminster","A4","PU","529610","180500","Pall Mall","Piccadilly Circus","0.18","34","69","485","144","173","26","3","1","0","0","0","30","901"
"2007","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","413","185","1896","458","417","76","6","1","0","0","0","83","3039"
"2007","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","203","448","4959","719","2137","286","29","30","4","8","7","364","8628"
"2007","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","103","109","1149","181","234","23","2","1","1","1","0","30","1702"
"2007","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","146","282","3435","202","791","184","21","11","6","4","2","228","4939"
"2007","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","213","136","891","62","220","25","5","2","0","0","0","33","1342"
"2007","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","882","1506","8489","160","2197","324","26","24","10","13","23","419","12772"
"2007","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","49","89","1296","126","287","34","4","2","1","1","1","43","1841"
"2007","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","289","524","3025","758","969","146","12","7","1","1","0","167","5443"
"2007","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","279","1784","22153","1432","5178","778","90","33","16","17","17","952","31499"
"2007","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","51","48","977","56","190","17","2","1","1","0","0","22","1292"
"2007","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","217","425","1667","160","648","77","6","1","1","0","0","86","2985"
"2007","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","271","135","1457","43","179","18","2","0","1","0","0","22","1836"
"2007","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","122","87","908","13","108","25","2","0","0","0","0","27","1144"
"2007","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","115","232","2559","84","712","99","9","10","4","6","4","133","3720"
"2007","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","168","278","3928","290","969","129","14","5","4","4","4","159","5624"
"2007","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","88","110","1665","5","88","16","1","0","0","0","0","17","1886"
"2007","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","36","42","1133","38","160","18","1","1","0","0","0","20","1394"
"2007","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","264","239","877","242","338","13","2","1","0","0","0","17","1714"
"2007","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","82","82","1039","93","346","40","4","3","2","2","2","53","1613"
"2007","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","191","563","5885","143","1053","205","19","47","9","5","6","289","7934"
"2007","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","122","526","6971","406","1364","208","13","6","3","2","6","238","9505"
"2007","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","40","67","1736","185","255","21","1","3","2","1","0","28","2272"
"2007","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","9","29","588","87","129","17","3","2","1","1","0","23","857"
"2007","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","316","885","10441","421","2886","353","37","45","19","23","15","492","15125"
"2007","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","393","466","3464","649","771","123","16","8","2","0","1","150","5499"
"2007","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","136","189","1807","22","289","42","4","1","1","0","0","49","2356"
"2007","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","171","281","5350","102","1891","243","18","5","1","0","1","269","7893"
"2007","28121","London","Westminster","A5204","PU","529193","181549","A4201","LA Boundary","0.24","154","176","794","0","322","32","5","0","0","0","0","37","1330"
"2007","28477","London","Westminster","A4","PU","529730","180540","Piccadilly Circus","Pall Mall East","0.24","53","109","1415","229","367","70","8","4","1","0","0","83","2203"
"2007","28513","London","Westminster","A302","PU","529060","179150","Wilton Rd/Vauxhall Bridge Rd","Bressenden Place","0.06","26","35","400","26","144","24","4","1","0","0","0","30","634"
"2007","28514","London","Westminster","A5204","PU","528114","181216","A41","A41","0.12","61","44","454","7","54","12","1","0","0","0","0","13","572"
"2007","36150","London","Westminster","A5","PU","527700","181040","A5204","Marble Arch","0.12","91","103","1214","167","509","42","4","3","1","1","1","51","2043"
"2007","36435","London","Westminster","A40","PU","528150","181050","A41","A41","0.12","65","21","290","245","57","7","1","1","0","0","0","9","622"
"2007","36436","London","Westminster","A402","PU","525962","180603","LA Boundary","Westbourne St/Lancaster Terrace","0.8","621","604","5764","412","1711","141","11","5","4","2","4","168","8659"
"2007","36471","London","Westminster","A41","PU","528200","181100","A40","A5204","0.12","14","36","362","71","69","9","1","1","1","1","0","14","552"
"2007","36796","London","Westminster","A202","PU","529080","179000","Victoria St/Wilton Rd","Wilton Rd","0.12","35","61","672","66","190","33","3","2","0","0","1","41","1029"
"2007","37704","London","Westminster","A3212","PU","530200","178600","A202","A3203","0.49","252","431","2664","131","862","125","11","12","2","3","4","156","4244"
"2007","37706","London","Westminster","A202","PU","529050","179270","Buckingham Palace Rd","Victoria St","0.12","44","54","715","46","303","25","4","2","1","1","1","34","1152"
"2007","37774","London","Westminster","A4201","PU","528970","181400","A40","A5204","0.12","30","39","431","46","149","26","2","1","0","0","0","30","696"
"2007","37775","London","Westminster","A4205","PU","527000","181500","A4206","Edgware Rd","0.68","234","77","941","215","214","49","6","2","0","0","0","59","1505"
"2007","37776","London","Westminster","A4206","PU","526000","181300","A4207","A4205","0.68","490","272","2509","357","945","72","22","4","1","0","2","102","4185"
"2007","37914","London","Westminster","A400","PU","529864","181203","A401","Andrew Borde St","0.18","102","56","254","114","89","17","2","1","0","0","0","20","533"
"2007","38167","London","Westminster","A41","PU","526997","182978","A5205","LA Boundary","0.74","66","273","4796","376","1120","161","18","13","13","9","7","220","6785"
"2007","38177","London","Westminster","A4","PU","529470","180208","Piccadilly","Waterloo Pl","0.49","125","415","2527","61","750","99","13","4","0","1","0","118","3870"
"2007","38534","London","Westminster","A4","PU","529930","180400","Pall Mall","Northumberland ave","0.18","88","149","737","326","264","37","3","2","1","0","0","43","1519"
"2007","38630","London","Westminster","A41","PU","527143","182845","Prince Albert Rd","St Johns Wood Road","0.06","55","47","791","62","217","14","2","1","1","0","1","18","1136"
"2007","38631","London","Westminster","A4","PU","530668","181000","A301","A301/A4200","0.18","270","202","1231","238","296","65","5","2","0","0","0","73","2040"
"2007","39028","London","Westminster","A202","PU","529881","178358","A3213","A3212","0.12","53","78","1166","92","483","70","4","3","1","2","2","83","1901"
"2007","46120","London","Westminster","A4","PU","528000","179760","A315/A3216","Hyde Park Corner","0.43","284","1112","6452","648","1206","178","16","6","5","3","3","211","9630"
"2007","46155","London","Westminster","A5","PU","526800","182000","A5205","A501","0.55","134","216","4134","282","1381","136","21","8","6","4","3","178","6193"
"2007","46433","London","Westminster","A40","PU","529500","181330","A4201","LA Boundary","0.43","539","95","1190","383","88","7","2","0","0","0","0","9","1766"
"2007","46469","London","Westminster","A41","PU","527850","181700","Portman Sq (north)","York St","0.31","23","73","1469","218","323","42","7","5","2","2","1","59","2142"
"2007","47088","London","Westminster","A404","PU","525000","182070","A4207","A40","1.24","274","509","5557","364","1447","160","39","29","8","5","3","244","8120"
"2007","47661","London","Westminster","A3211","PU","530340","180000","A302","A400","0.37","219","485","4113","136","849","123","14","8","4","3","4","155","5738"
"2007","47665","London","Westminster","A3217","PU","528600","179260","Eccleston St","Grosvenor Place","0.18","153","177","1606","21","306","21","2","1","0","0","0","25","2136"
"2007","47729","London","Westminster","A4207","PU","525000","181660","A404","A4206","0.8","256","151","3720","307","561","62","10","2","1","0","0","75","4814"
"2007","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","201","253","3360","254","779","57","10","3","0","0","0","71","4717"
"2007","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","494","233","3003","41","830","45","5","6","2","1","1","60","4167"
"2007","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","345","207","1301","192","347","40","3","0","1","0","0","45","2090"
"2007","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","26","28","353","104","71","13","1","0","0","0","0","14","571"
"2007","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","236","368","3060","19","740","111","12","6","5","1","0","136","4322"
"2007","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","109","739","5642","70","1405","253","28","62","10","5","8","366","8222"
"2007","48517","London","Westminster","A4","PU","530070","180460","Northumberland Ave","St Martins Pl","0.06","39","55","351","38","47","10","1","0","0","0","0","11","503"
"2007","48552","London","Westminster","A3211","PU","531000","180790","A400","LA Boundary","0.62","607","1752","10625","270","2389","263","29","49","11","13","7","372","15408"
"2007","48553","London","Westminster","A302","PU","530239","179670","Parliament Square","A3211","0.12","207","310","1588","135","387","48","6","5","1","1","1","61","2481"
"2007","48576","London","Westminster","A3216","PU","528561","177902","LA Boundary","A3212 Grosvenor Rd","0.06","186","64","558","24","150","14","1","3","0","1","1","21","817"
"2007","48578","London","Westminster","A302","PU","530393","179673","LA Boundary","A3211","0.12","99","120","886","98","150","16","3","2","0","0","0","22","1276"
"2007","48613","London","Westminster","A4","PU","530840","181050","A301","Strand","0.12","50","61","1203","169","205","36","2","3","0","0","0","42","1680"
"2007","48821","London","Westminster","A3213","PU","529300","178500","A3214","A202","0.8","54","79","1837","205","518","48","9","4","3","2","0","66","2705"
"2007","56117","London","Westminster","A4","PU","530810","180940","Aldwych","Aldwych","0.24","179","242","2738","309","697","61","6","4","2","0","0","72","4058"
"2007","56431","London","Westminster","A40","PU","529080","181250","Regent St","Great Portland St","0.06","77","14","170","55","13","1","0","0","0","0","0","1","252"
"2007","56433","London","Westminster","A3214","PU","528800","179000","A3213","Victoria St","0.18","85","54","1195","188","125","32","2","10","1","1","1","47","1609"
"2007","56592","London","Westminster","A202","PU","530100","178200","A3212","LA Boundary","0.12","124","128","1289","102","442","60","4","3","2","2","2","74","2034"
"2007","56625","London","Westminster","A40","PU","528000","181020","Marble Arch","A41 Portman St","0.18","72","47","530","418","104","24","2","1","1","0","0","29","1127"
"2007","56890","London","Westminster","A302","PU","530000","179550","Bressenden Place","Parliament Square","0.74","215","356","5391","566","1193","212","17","15","5","1","2","253","7759"
"2007","57536","London","Westminster","A302","PU","528947","179161","Wilton Rd/Vauxhall Bridge Rd","Buckingham Palace Rd","0.12","33","38","740","139","191","35","4","5","2","2","2","48","1157"
"2007","57537","London","Westminster","A501","PU","527862","181939","A41","A41","0.12","76","226","2575","85","512","63","9","11","4","3","4","95","3492"
"2007","57910","London","Westminster","A202","PU","529040","178950","Vauxhall Bridge Rd","Victoria St/Vauxhall Bridge Rd","0.18","44","84","916","82","223","43","3","2","1","1","1","51","1356"
"2007","58136","London","Westminster","A4","PU","529750","180380","Waterloo Pl","Cockspur St","0.06","21","54","439","56","207","25","2","1","0","0","0","29","786"
"2007","58172","London","Westminster","A202","PU","529621","178557","Wilton Rd","A3213","0.62","246","354","4949","313","1889","186","15","13","4","8","6","233","7739"
"2007","58173","London","Westminster","A4206","PU","526760","181690","Bishop's Bridge Rd roundabout","Edgware Rd","0.37","209","558","3995","102","1103","148","24","16","2","0","1","192","5951"
"2007","70181","London","Westminster","A40","PU","526950","181700","A4206","A5/A501","0.12","54","370","2821","35","703","127","14","31","5","3","4","183","4111"
"2007","70190","London","Westminster","A4201","PU","529080","181350","A40","A5204","0.15","26","29","263","0","55","4","0","0","0","0","0","4","352"
"2007","70191","London","Westminster","A5204","PU","529000","181480","A4201 Langham Place","A4201 Great Portland St","0.06","39","44","199","0","80","8","1","0","0","0","0","9","332"
"2007","70192","London","Westminster","A400","PU","530250","180330","Trafalgar Sq","A3211","0.24","102","322","1037","62","313","38","4","5","2","0","1","50","1784"
"2007","73225","London","Westminster","A4200","PU","530697","181140","A4","LA Boundary","0.12","104","97","520","107","207","19","3","2","1","0","0","24","955"
"2007","74534","London","Westminster","A40","PU","525432","181677","LA Boundary","A4206","1.24","0","1897","31079","226","5261","767","103","203","29","20","25","1149","39613"
"2007","74971","London","Westminster","A302","PU","528737","179285","Buckingham Palace Rd/Victoria St","lower Grosvenor Place","0.16","82","75","1393","205","343","33","3","3","1","1","1","42","2058"
"2007","74972","London","Westminster","A5","PU","527100","181660","A40","Praed St","0.06","41","41","520","46","173","20","2","2","1","1","1","26","806"
"2007","74973","London","Westminster","A41","PU","528050","181300","Gloucester Place","Baker St","0.12","21","11","186","2","30","3","0","0","0","0","0","3","233"
"2007","74974","London","Westminster","A41","PU","527900","181810","Gloucester Place","Baker St","0.12","2","3","87","2","19","4","0","0","0","0","0","5","117"
"2007","74975","London","Westminster","A41","PU","528000","181230","Seymour St","Portman Sq (north)","0.06","5","15","294","44","65","8","1","1","0","0","0","12","428"
"2007","74976","London","Westminster","A41","PU","528130","181300","Portman Sq (north)","Wigmore St","0.06","7","18","181","36","35","4","1","1","1","0","0","7","276"
"2007","74977","London","Westminster","A41","PU","527800","181860","York St","Marylebone Rd","0.06","5","15","294","44","65","8","1","1","0","0","0","12","428"
"2007","74978","London","Westminster","A41","PU","527950","181900","Marylebone Rd","York St","0.06","7","18","181","36","35","4","1","1","1","0","0","7","276"
"2007","80694","London","Westminster","A4","PU","529900","180470","Haymarket","Trafalgar Square","0.18","8","61","369","29","167","18","2","1","0","0","0","22","648"
"2007","81117","London","Westminster","A301","PU","530630","180780","A4","A301","0.12","180","84","807","187","190","23","2","2","0","0","0","28","1296"
"2007","81118","London","Westminster","A301","PU","530750","180580","A301","LA Boundary","0.06","98","83","476","94","126","11","1","1","0","0","0","13","792"
"2007","81119","London","Westminster","A301","PU","530640","180950","A301","LA Boundary","0.43","4","162","940","30","223","11","0","0","0","0","0","12","1366"
"2008","6119","London","Westminster","A4","PU","531060","181090","Aldwych","LA Boundary","0.18","121","113","1148","158","249","34","6","4","0","1","1","45","1713"
"2008","6120","London","Westminster","A4","PU","528900","180220","Hyde Park Corner","St James St","0.55","538","792","5640","474","1126","224","16","8","2","2","1","253","8285"
"2008","6152","London","Westminster","A5","PU","527500","181240","Sussex Gdns","Seymour St","0.37","140","244","3594","389","1122","145","17","9","6","6","4","187","5536"
"2008","6426","London","Westminster","A40","PU","528500","181100","Orchard St","Regent St","0.49","182","19","248","843","34","6","0","0","0","0","0","6","1149"
"2008","6459","London","Westminster","A41","PU","528000","181700","York St","Portman Sq (north)","0.31","34","83","873","189","163","21","3","4","3","2","1","33","1341"
"2008","6896","London","Westminster","A315","PU","527000","179700","LA Boundary","A4/A3216","1.05","246","563","5319","584","974","158","15","27","6","1","2","208","7648"
"2008","7603","London","Westminster","A3212","PU","530200","179300","A3203","Parliament Square","0.43","312","498","2608","193","660","141","15","6","3","2","8","174","4132"
"2008","7672","London","Westminster","A4201","PU","528800","181700","A5204","A501","0.49","255","243","1644","192","337","79","5","21","2","0","1","108","2523"
"2008","7934","London","Westminster","A3214","PU","528600","178600","B302","A3213","0.55","463","215","2187","692","498","41","3","1","0","0","1","46","3637"
"2008","8083","London","Westminster","A41","PU","527410","182550","A41","A5205","0.43","63","110","4254","314","535","94","8","8","4","3","3","121","5334"
"2008","8448","London","Westminster","A4","PU","529610","180500","Pall Mall","Piccadilly Circus","0.18","33","65","468","153","162","25","3","1","0","0","0","30","877"
"2008","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","405","173","1828","487","390","74","7","1","0","0","0","82","2959"
"2008","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","187","266","4454","619","1198","214","28","49","12","6","4","313","6850"
"2008","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","101","102","1107","192","219","23","3","1","1","1","0","29","1649"
"2008","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","143","263","3312","215","740","181","23","11","5","4","2","227","4756"
"2008","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","96","73","786","73","200","29","5","2","1","1","1","38","1170"
"2008","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","901","1167","9510","179","2380","388","39","50","32","13","30","552","13789"
"2008","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","48","83","1249","134","268","33","4","2","1","1","1","43","1778"
"2008","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","336","346","2537","730","624","135","17","5","2","0","0","160","4398"
"2008","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","509","1434","23119","1639","3626","595","50","40","15","23","12","736","30554"
"2008","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","50","45","942","59","177","17","3","1","1","0","0","22","1245"
"2008","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","212","396","1607","170","606","75","7","1","1","0","0","85","2864"
"2008","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","194","98","1256","31","144","17","2","0","1","0","0","21","1550"
"2008","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","128","75","895","15","122","21","2","1","1","0","0","24","1132"
"2008","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","113","217","2467","90","666","97","10","10","4","6","4","131","3571"
"2008","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","165","259","3787","308","907","126","15","6","4","4","4","158","5418"
"2008","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","87","103","1605","5","83","16","1","0","0","0","0","17","1813"
"2008","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","35","40","1093","40","150","17","2","1","0","0","0","20","1342"
"2008","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","145","183","913","208","263","47","3","3","2","0","1","56","1624"
"2008","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","80","77","1002","99","324","39","5","3","2","2","2","52","1553"
"2008","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","186","525","5673","152","986","201","21","49","8","5","6","288","7625"
"2008","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","120","490","6720","431","1276","204","14","7","3","2","6","235","9154"
"2008","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","66","88","1324","152","165","32","4","4","4","2","1","46","1776"
"2008","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","9","27","567","93","121","17","3","2","1","1","0","23","831"
"2008","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","387","797","9652","438","1755","406","37","78","20","27","10","579","13221"
"2008","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","400","343","2744","573","580","114","10","12","5","0","1","142","4382"
"2008","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","133","176","1742","23","271","41","5","1","1","0","0","48","2261"
"2008","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","167","263","5157","109","1770","238","20","5","1","0","1","266","7565"
