Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2004","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","1008","462","2969","614","387","34","3","0","1","0","1","39","4470"
"2004","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","212","321","4966","929","1256","131","17","11","7","6","3","175","7648"
"2004","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","95","123","1223","156","172","22","2","1","2","1","0","28","1703"
"2004","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","341","437","4292","140","830","96","9","7","4","2","1","120","5820"
"2004","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","128","122","886","60","202","27","6","2","0","0","0","37","1307"
"2004","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","504","1254","9007","99","2034","242","28","24","13","19","11","337","12732"
"2004","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","45","76","1378","128","246","32","5","2","1","1","1","43","1870"
"2004","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","229","438","2774","727","573","101","12","4","2","0","1","120","4632"
"2004","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","338","2285","22470","1101","3830","866","70","48","17","9","7","1018","30704"
"2004","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","81","51","1084","52","134","18","2","1","1","0","0","23","1343"
"2004","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","260","425","1276","114","411","117","8","2","1","0","0","129","2354"
"2004","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","136","163","1533","41","113","21","3","1","0","0","0","25","1875"
"2004","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","58","52","998","8","76","27","2","2","1","1","0","32","1166"
"2004","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","41","178","2423","65","351","67","7","7","6","4","3","94","3111"
"2004","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","155","315","4182","249","714","119","13","4","6","5","4","150","5611"
"2004","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","60","107","1466","2","47","5","0","0","0","0","0","6","1628"
"2004","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","33","48","1207","33","118","16","1","1","0","0","0","18","1424"
"2004","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","232","545","1377","194","287","43","6","1","1","1","0","52","2455"
"2004","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","174","103","1236","103","144","17","5","2","1","0","2","27","1613"
"2004","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","176","638","6265","123","777","189","18","35","13","7","5","267","8070"
"2004","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","208","615","7384","423","935","177","20","7","3","5","3","216","9573"
"2004","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","37","76","1849","160","188","19","1","2","3","2","0","27","2300"
"2004","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","17","67","559","79","71","11","2","0","1","0","0","15","791"
"2004","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","201","439","9990","330","1440","339","39","31","30","22","14","474","12672"
"2004","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","340","662","2869","618","743","108","10","3","1","1","0","124","5014"
"2004","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","126","214","1924","19","213","39","4","1","2","0","0","46","2416"
"2004","27735","London","Westminster","A4206","PU","526400","181500","A4205","A40","0.18","38","91","1975","12","311","31","2","2","0","0","0","34","2423"
"2004","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","252","644","7104","130","2017","180","13","12","4","1","0","210","10105"
"2004","28121","London","Westminster","A5204","PU","529193","181549","A4201","LA Boundary","0.24","213","234","830","4","238","46","4","0","1","0","0","51","1359"
"2004","28477","London","Westminster","A4","PU","529730","180540","Piccadilly Circus","Pall Mall East","0.24","48","124","1506","197","271","65","8","3","1","0","0","77","2175"
"2004","28513","London","Westminster","A302","PU","529060","179150","Wilton Rd/Vauxhall Bridge Rd","Bressenden Place","0.06","24","40","426","22","106","22","3","1","1","0","0","28","621"
"2004","28514","London","Westminster","A5204","PU","528114","181216","A41","A41","0.12","29","26","499","4","38","14","1","1","0","0","0","16","583"
"2004","36150","London","Westminster","A5","PU","527700","181040","A5204","Marble Arch","0.12","84","116","1293","143","375","39","4","2","1","1","1","47","1975"
"2004","36435","London","Westminster","A40","PU","528150","181050","A41","A41","0.12","180","44","382","328","42","4","1","0","0","0","0","6","802"
"2004","36436","London","Westminster","A402","PU","525962","180603","LA Boundary","Westbourne St/Lancaster Terrace","0.8","643","414","8536","434","914","170","17","9","15","4","3","217","10515"
"2004","36471","London","Westminster","A41","PU","528200","181100","A40","A5204","0.12","18","47","522","64","57","9","1","0","1","0","0","12","701"
"2004","36796","London","Westminster","A202","PU","529080","179000","Victoria St/Wilton Rd","Wilton Rd","0.12","33","69","715","57","140","31","3","1","1","1","1","38","1019"
"2004","37704","London","Westminster","A3212","PU","530200","178600","A202","A3203","0.49","272","823","3320","109","962","140","21","15","6","3","3","188","5401"
"2004","37706","London","Westminster","A202","PU","529050","179270","Buckingham Palace Rd","Victoria St","0.12","41","61","762","40","224","23","4","2","1","1","1","31","1118"
"2004","37774","London","Westminster","A4201","PU","528970","181400","A40","A5204","0.12","34","64","435","47","101","17","1","1","0","0","0","20","667"
"2004","37775","London","Westminster","A4205","PU","527000","181500","A4206","Edgware Rd","0.68","216","87","1001","185","158","45","6","1","1","0","0","54","1486"
"2004","37776","London","Westminster","A4206","PU","526000","181300","A4207","A4205","0.68","452","308","2671","307","697","67","22","3","2","1","2","96","4080"
"2004","37914","London","Westminster","A400","PU","529864","181203","A401","Andrew Borde St","0.18","131","82","350","140","81","15","2","0","0","0","0","18","671"
"2004","38167","London","Westminster","A41","PU","526997","182978","A5205","LA Boundary","0.74","136","544","6194","312","726","214","15","18","11","6","7","271","8046"
"2004","38177","London","Westminster","A4","PU","529470","180208","Piccadilly","Waterloo Pl","0.49","161","474","2831","45","580","116","15","3","3","1","0","138","4068"
"2004","38534","London","Westminster","A4","PU","529930","180400","Pall Mall","Northumberland ave","0.18","72","135","764","270","148","22","7","1","1","0","0","31","1349"
"2004","38630","London","Westminster","A41","PU","527143","182845","Prince Albert Rd","St Johns Wood Road","0.06","51","53","842","54","160","13","2","1","1","0","1","17","1127"
"2004","38631","London","Westminster","A4","PU","530668","181000","A301","A301/A4200","0.18","111","101","1495","210","170","42","4","2","1","0","0","50","2026"
"2004","39028","London","Westminster","A202","PU","529881","178358","A3213","A3212","0.12","90","177","1132","92","315","44","5","6","1","1","1","58","1773"
"2004","46120","London","Westminster","A4","PU","528000","179760","A315/A3216","Hyde Park Corner","0.43","192","466","5551","472","635","130","12","7","5","6","3","161","7285"
"2004","46155","London","Westminster","A5","PU","526800","182000","A5205","A501","0.55","478","577","4499","207","1212","259","22","14","9","5","6","314","6809"
"2004","46433","London","Westminster","A40","PU","529500","181330","A4201","LA Boundary","0.43","815","479","2392","345","278","23","3","0","0","0","0","26","3520"
"2004","46469","London","Westminster","A41","PU","527850","181700","Portman Sq (north)","York St","0.31","43","168","1398","197","177","28","5","1","3","1","0","37","1977"
"2004","47088","London","Westminster","A404","PU","525000","182070","A4207","A40","1.24","518","786","7141","324","1302","252","29","40","11","5","2","339","9892"
"2004","47661","London","Westminster","A3211","PU","530340","180000","A302","A400","0.37","348","646","2983","87","654","94","14","16","3","4","3","135","4504"
"2004","47665","London","Westminster","A3217","PU","528600","179260","Eccleston St","Grosvenor Place","0.18","141","201","1710","18","226","19","2","1","1","0","0","23","2178"
"2004","47729","London","Westminster","A4207","PU","525000","181660","A404","A4206","0.8","236","171","3961","264","414","57","10","1","1","0","0","69","4879"
"2004","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","186","286","3577","219","574","53","10","2","1","1","0","66","4723"
"2004","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","456","265","3197","35","612","41","5","5","3","1","1","56","4164"
"2004","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","318","235","1384","165","255","37","3","0","1","0","0","42","2082"
"2004","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","25","38","392","111","64","6","1","0","0","0","0","8","613"
"2004","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","644","824","3271","7","585","118","11","1","2","0","1","133","4820"
"2004","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","100","838","6006","60","1036","234","28","46","15","7","7","336","8277"
"2004","48517","London","Westminster","A4","PU","530070","180460","Northumberland Ave","St Martins Pl","0.06","41","103","635","66","117","12","1","1","0","0","0","14","935"
"2004","48552","London","Westminster","A3211","PU","531000","180790","A400","LA Boundary","0.62","491","1423","12644","311","1329","255","28","35","9","4","5","337","16044"
"2004","48553","London","Westminster","A302","PU","530239","179670","Parliament Square","A3211","0.12","191","351","1691","116","286","44","6","3","1","1","1","57","2501"
"2004","48576","London","Westminster","A3216","PU","528561","177902","LA Boundary","A3212 Grosvenor Rd","0.06","112","58","555","23","137","15","2","3","1","1","1","22","796"
"2004","48577","London","Westminster","A301","PU","530650","180750","A4","LA Boundary","0.18","286","170","1160","188","215","44","3","1","1","0","0","50","1783"
"2004","48578","London","Westminster","A302","PU","530393","179673","LA Boundary","A3211","0.12","117","106","1267","121","90","17","2","2","0","0","0","21","1605"
"2004","48613","London","Westminster","A4","PU","530840","181050","A301","Strand","0.12","46","70","1281","145","151","34","2","2","0","0","0","39","1686"
"2004","48821","London","Westminster","A3213","PU","529300","178500","A3214","A202","0.8","49","89","1956","177","382","44","9","3","5","3","0","64","2668"
"2004","56117","London","Westminster","A4","PU","530810","180940","Aldwych","Aldwych","0.24","227","283","2127","194","432","98","9","6","2","0","0","115","3151"
"2004","56431","London","Westminster","A40","PU","529080","181250","Regent St","Great Portland St","0.06","116","68","342","49","40","3","0","0","0","0","0","4","503"
"2004","56433","London","Westminster","A3214","PU","528800","179000","A3213","Victoria St","0.18","116","84","773","196","105","11","1","0","0","0","0","13","1171"
"2004","56592","London","Westminster","A202","PU","530100","178200","A3212","LA Boundary","0.12","112","113","1606","107","296","39","5","3","2","3","2","53","2176"
"2004","56625","London","Westminster","A40","PU","528000","181020","Marble Arch","A41 Portman St","0.18","86","84","723","372","87","23","2","1","1","0","0","27","1292"
"2004","56890","London","Westminster","A302","PU","530000","179550","Bressenden Place","Parliament Square","0.74","182","326","5022","617","911","161","14","11","3","0","1","191","7067"
"2004","57536","London","Westminster","A302","PU","528947","179161","Wilton Rd/Vauxhall Bridge Rd","Buckingham Palace Rd","0.12","31","44","787","120","141","32","4","4","2","2","1","45","1138"
"2004","57537","London","Westminster","A501","PU","527862","181939","A41","A41","0.12","72","203","3048","99","385","90","9","10","11","6","5","131","3867"
"2004","57910","London","Westminster","A202","PU","529040","178950","Vauxhall Bridge Rd","Victoria St/Vauxhall Bridge Rd","0.18","68","98","978","86","173","27","2","1","1","1","1","33","1368"
"2004","58136","London","Westminster","A4","PU","529750","180380","Waterloo Pl","Cockspur St","0.06","14","51","405","52","74","16","1","0","0","0","0","18","600"
"2004","58172","London","Westminster","A202","PU","529621","178557","Wilton Rd","A3213","0.62","155","301","4242","238","900","142","19","10","9","12","10","202","5883"
"2004","58173","London","Westminster","A4206","PU","526760","181690","Bishop's Bridge Rd roundabout","Edgware Rd","0.37","193","633","4253","88","813","137","24","12","2","1","1","177","5964"
"2004","70181","London","Westminster","A40","PU","526950","181700","A4206","A5/A501","0.12","50","419","3003","30","518","117","14","23","7","4","3","168","4138"
"2004","70190","London","Westminster","A4201","PU","529080","181350","A40","A5204","0.15","51","47","261","0","44","7","0","0","0","0","0","7","360"
"2004","70191","London","Westminster","A5204","PU","529000","181480","A4201 Langham Place","A4201 Great Portland St","0.06","53","59","208","1","60","11","1","0","0","0","0","13","340"
"2004","70192","London","Westminster","A400","PU","530250","180330","Trafalgar Sq","A3211","0.24","63","267","1085","39","148","40","4","3","2","0","0","49","1587"
"2004","73225","London","Westminster","A4200","PU","530697","181140","A4","LA Boundary","0.12","101","86","857","114","125","23","2","0","1","0","0","27","1228"
"2004","74534","London","Westminster","A40","PU","525432","181677","LA Boundary","A4206","1.24","0","2151","33089","195","3878","709","100","153","43","28","22","1055","40368"
"2004","74971","London","Westminster","A302","PU","528737","179285","Buckingham Palace Rd/Victoria St","lower Grosvenor Place","0.16","75","85","1483","177","253","31","3","2","2","1","1","40","2037"
"2004","74972","London","Westminster","A5","PU","527100","181660","A40","Praed St","0.06","87","52","618","51","72","8","2","1","0","0","1","13","806"
"2004","74973","London","Westminster","A41","PU","528050","181300","Gloucester Place","Baker St","0.12","20","13","198","2","22","3","0","0","0","0","0","3","238"
"2004","74974","London","Westminster","A41","PU","527900","181810","Gloucester Place","Baker St","0.12","2","4","93","2","14","4","0","0","0","0","0","5","118"
"2004","74975","London","Westminster","A41","PU","528000","181230","Seymour St","Portman Sq (north)","0.06","9","34","280","39","35","6","1","0","1","0","0","7","395"
"2004","74976","London","Westminster","A41","PU","528130","181300","Portman Sq (north)","Wigmore St","0.06","9","23","261","32","28","5","0","0","1","0","0","6","350"
"2004","74977","London","Westminster","A41","PU","527800","181860","York St","Marylebone Rd","0.06","9","34","280","39","35","6","1","0","1","0","0","7","395"
"2004","74978","London","Westminster","A41","PU","527950","181900","Marylebone Rd","York St","0.06","9","23","261","32","28","5","0","0","1","0","0","6","350"
"2004","80694","London","Westminster","A4","PU","529900","180470","Haymarket","Trafalgar Square","0.18","7","109","413","34","84","22","1","1","0","0","0","25","665"
"2004","81117","London","Westminster","A301","PU","530630","180780","A4","A301","0.12","32","116","1171","73","177","35","4","3","2","1","1","45","1583"
"2004","81118","London","Westminster","A301","PU","530750","180580","A301","LA Boundary","0.06","48","57","657","93","105","12","1","1","0","0","0","15","927"
"2004","81119","London","Westminster","A301","PU","530640","180950","A301","LA Boundary","0.43","0","145","1504","22","168","15","0","0","1","0","0","16","1786"
"2005","6119","London","Westminster","A4","PU","531060","181090","Aldwych","LA Boundary","0.18","81","109","1258","144","177","24","2","0","0","0","0","26","1714"
"2005","6120","London","Westminster","A4","PU","528900","180220","Hyde Park Corner","St James St","0.55","670","1198","6001","562","1170","190","13","3","3","1","0","211","9141"
"2005","6152","London","Westminster","A5","PU","527500","181240","Sussex Gdns","Seymour St","0.37","143","264","4007","363","768","155","21","11","6","4","4","200","5602"
"2005","6426","London","Westminster","A40","PU","528500","181100","Orchard St","Regent St","0.49","120","13","349","742","35","12","1","0","0","0","0","14","1153"
"2005","6459","London","Westminster","A41","PU","528000","181700","York St","Portman Sq (north)","0.31","47","85","1010","155","116","22","3","1","0","4","0","30","1396"
"2005","6896","London","Westminster","A315","PU","527000","179700","LA Boundary","A4/A3216","1.05","165","613","6610","456","997","172","16","12","1","2","0","202","8879"
"2005","7603","London","Westminster","A3212","PU","530200","179300","A3203","Parliament Square","0.43","811","1201","3050","150","779","169","21","18","2","2","1","213","5392"
"2005","7672","London","Westminster","A4201","PU","528800","181700","A5204","A501","0.49","218","303","2450","226","468","165","21","11","8","5","3","211","3659"
"2005","7934","London","Westminster","A3214","PU","528600","178600","B302","A3213","0.55","492","247","2423","557","438","42","3","1","0","0","1","48","3712"
"2005","8083","London","Westminster","A41","PU","527410","182550","A41","A5205","0.43","66","126","4712","253","470","98","8","7","5","3","2","123","5685"
"2005","8448","London","Westminster","A4","PU","529610","180500","Pall Mall","Piccadilly Circus","0.18","110","131","676","130","140","19","2","1","0","0","0","22","1099"
"2005","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","1136","437","2978","610","432","37","3","0","0","0","1","42","4498"
"2005","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","239","304","4981","923","1402","145","18","13","6","4","2","188","7798"
"2005","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","108","117","1227","155","192","24","3","1","2","1","0","30","1721"
"2005","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","384","414","4305","139","927","106","10","8","3","1","1","130","5915"
"2005","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","165","122","869","58","203","28","6","2","0","0","0","37","1289"
"2005","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","568","1188","9035","99","2270","267","30","28","10","14","10","359","12951"
"2005","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","50","72","1382","127","275","36","5","2","1","1","1","46","1901"
"2005","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","254","440","2595","673","579","141","11","4","1","0","0","158","4446"
"2005","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","384","2750","21794","1753","4325","965","88","49","16","15","14","1147","31769"
"2005","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","91","48","1087","51","149","20","2","1","1","0","0","25","1361"
"2005","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","293","402","1280","113","458","129","9","3","1","0","0","142","2394"
"2005","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","281","145","1556","36","148","18","2","0","1","0","0","22","1907"
"2005","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","127","94","970","11","89","25","2","0","0","0","0","27","1191"
"2005","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","47","168","2430","64","392","74","7","8","5","3","2","99","3154"
"2005","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","175","298","4195","248","797","131","14","5","4","4","4","161","5699"
"2005","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","67","102","1470","2","53","5","0","0","0","0","0","6","1633"
"2005","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","37","46","1210","32","132","18","2","1","0","0","0","20","1440"
"2005","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","275","257","937","207","279","13","2","1","0","0","0","17","1696"
"2005","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","86","88","1110","80","285","41","4","3","2","2","1","53","1615"
"2005","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","198","604","6284","122","867","208","20","41","10","5","4","288","8165"
"2005","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","292","834","6526","363","1182","274","22","9","1","2","0","310","9214"
"2005","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","42","72","1854","159","210","21","1","2","2","1","0","28","2323"
"2005","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","20","64","561","78","79","12","2","1","1","0","0","16","798"
"2005","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","238","973","8897","385","1833","375","29","36","21","12","11","484","12572"
"2005","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","443","508","3203","634","664","130","12","5","1","2","1","151","5159"
"2005","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","141","203","1930","19","238","43","4","1","1","0","0","50","2439"
"2005","27735","London","Westminster","A4206","PU","526400","181500","A4205","A40","0.18","43","86","1981","12","347","34","2","2","0","0","0","38","2464"
"2005","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","284","610","7126","128","2251","198","14","13","3","1","0","229","10344"
"2005","28121","London","Westminster","A5204","PU","529193","181549","A4201","LA Boundary","0.24","241","222","833","4","266","50","5","1","0","0","0","56","1381"
"2005","28477","London","Westminster","A4","PU","529730","180540","Piccadilly Circus","Pall Mall East","0.24","55","118","1511","196","302","71","8","3","1","0","0","84","2210"
"2005","28513","London","Westminster","A302","PU","529060","179150","Wilton Rd/Vauxhall Bridge Rd","Bressenden Place","0.06","28","38","427","22","118","24","4","1","0","0","0","30","635"
"2005","28514","London","Westminster","A5204","PU","528114","181216","A41","A41","0.12","64","47","485","6","44","13","1","0","0","0","0","14","596"
"2005","36150","London","Westminster","A5","PU","527700","181040","A5204","Marble Arch","0.12","95","110","1297","142","419","43","4","2","1","1","1","51","2019"
"2005","36435","London","Westminster","A40","PU","528150","181050","A41","A41","0.12","203","42","383","326","47","5","1","0","0","0","0","6","804"
"2005","36436","London","Westminster","A402","PU","525962","180603","LA Boundary","Westbourne St/Lancaster Terrace","0.8","725","392","8562","431","1019","187","18","11","11","3","2","232","10636"
"2005","36471","London","Westminster","A41","PU","528200","181100","A40","A5204","0.12","19","34","404","62","46","9","1","0","0","2","0","12","559"
"2005","36796","London","Westminster","A202","PU","529080","179000","Victoria St/Wilton Rd","Wilton Rd","0.12","37","65","717","57","156","34","3","2","1","0","1","41","1036"
"2005","37704","London","Westminster","A3212","PU","530200","178600","A202","A3203","0.49","501","680","3678","143","770","210","16","7","9","5","7","255","5526"
"2005","37706","London","Westminster","A202","PU","529050","179270","Buckingham Palace Rd","Victoria St","0.12","46","58","764","39","250","26","4","2","1","1","0","34","1145"
"2005","37774","London","Westminster","A4201","PU","528970","181400","A40","A5204","0.12","39","61","437","47","113","19","2","1","0","0","0","22","679"
"2005","37775","London","Westminster","A4205","PU","527000","181500","A4206","Edgware Rd","0.68","243","82","1004","184","176","50","7","2","1","0","0","60","1506"
"2005","37776","London","Westminster","A4206","PU","526000","181300","A4207","A4205","0.68","510","292","2679","305","777","73","23","3","1","0","2","104","4157"
"2005","37914","London","Westminster","A400","PU","529864","181203","A401","Andrew Borde St","0.18","148","77","351","139","91","16","2","0","0","0","0","19","677"
"2005","38167","London","Westminster","A41","PU","526997","182978","A5205","LA Boundary","0.74","153","515","6212","310","810","236","16","21","8","4","6","292","8140"
"2005","38177","London","Westminster","A4","PU","529470","180208","Piccadilly","Waterloo Pl","0.49","182","449","2840","45","648","128","16","3","2","0","0","150","4131"
"2005","38534","London","Westminster","A4","PU","529930","180400","Pall Mall","Northumberland ave","0.18","81","128","767","268","165","24","7","1","1","0","0","34","1362"
"2005","38630","London","Westminster","A41","PU","527143","182845","Prince Albert Rd","St Johns Wood Road","0.06","58","51","845","53","179","14","2","1","1","0","1","19","1146"
"2005","38631","London","Westminster","A4","PU","530668","181000","A301","A301/A4200","0.18","281","217","1315","203","243","67","5","2","0","0","0","74","2053"
"2005","39028","London","Westminster","A202","PU","529881","178358","A3213","A3212","0.12","102","168","1135","91","352","48","5","7","1","1","1","63","1808"
"2005","46120","London","Westminster","A4","PU","528000","179760","A315/A3216","Hyde Park Corner","0.43","390","1042","6660","463","1115","214","16","10","3","3","2","247","9528"
"2005","46155","London","Westminster","A5","PU","526800","182000","A5205","A501","0.55","539","546","4512","205","1353","285","24","16","6","4","5","340","6957"
"2005","46433","London","Westminster","A40","PU","529500","181330","A4201","LA Boundary","0.43","918","453","2399","342","310","25","3","0","0","0","0","29","3534"
"2005","46469","London","Westminster","A41","PU","527850","181700","Portman Sq (north)","York St","0.31","49","159","1402","196","197","31","5","1","2","0","0","40","1994"
"2005","47088","London","Westminster","A404","PU","525000","182070","A4207","A40","1.24","193","480","8270","316","1317","315","23","54","2","5","4","403","10786"
"2005","47661","London","Westminster","A3211","PU","530340","180000","A302","A400","0.37","392","612","2992","86","730","104","15","19","2","3","2","145","4565"
"2005","47665","London","Westminster","A3217","PU","528600","179260","Eccleston St","Grosvenor Place","0.18","159","190","1715","18","252","21","2","1","0","0","0","25","2201"
"2005","47729","London","Westminster","A4207","PU","525000","181660","A404","A4206","0.8","266","162","3972","263","462","63","11","1","1","0","0","76","4934"
"2005","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","209","271","3588","218","641","58","10","2","0","0","0","72","4790"
"2005","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","514","251","3207","35","683","45","6","5","2","1","1","60","4236"
"2005","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","359","222","1389","164","285","41","4","0","1","0","0","46","2106"
"2005","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","28","36","393","110","72","7","1","0","0","0","0","8","619"
"2005","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","726","780","3281","7","653","130","12","1","2","0","1","146","4867"
"2005","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","113","793","6025","60","1156","258","30","54","11","5","6","364","8398"
"2005","48517","London","Westminster","A4","PU","530070","180460","Northumberland Ave","St Martins Pl","0.06","41","59","375","33","39","10","1","0","0","0","0","11","518"
"2005","48552","London","Westminster","A3211","PU","531000","180790","A400","LA Boundary","0.62","662","1725","10619","278","1703","397","38","25","6","8","9","484","14809"
"2005","48553","London","Westminster","A302","PU","530239","179670","Parliament Square","A3211","0.12","215","333","1696","115","319","49","6","4","1","1","1","62","2524"
"2005","48576","London","Westminster","A3216","PU","528561","177902","LA Boundary","A3212 Grosvenor Rd","0.06","145","58","544","23","138","16","2","3","1","1","1","23","785"
"2005","48578","London","Westminster","A302","PU","530393","179673","LA Boundary","A3211","0.12","113","145","1043","113","114","27","1","1","1","0","0","30","1446"
"2005","48613","London","Westminster","A4","PU","530840","181050","A301","Strand","0.12","52","66","1284","144","169","37","3","2","0","0","0","43","1706"
"2005","48821","London","Westminster","A3213","PU","529300","178500","A3214","A202","0.8","56","85","1961","175","427","49","9","4","4","2","0","68","2716"
"2005","56117","London","Westminster","A4","PU","530810","180940","Aldwych","Aldwych","0.24","256","268","2133","193","482","108","10","7","1","0","0","127","3203"
"2005","56431","London","Westminster","A40","PU","529080","181250","Regent St","Great Portland St","0.06","131","65","343","49","44","4","0","0","0","0","0","4","505"
"2005","56433","London","Westminster","A3214","PU","528800","179000","A3213","Victoria St","0.18","88","58","1276","161","103","33","2","9","1","1","1","47","1644"
"2005","56592","London","Westminster","A202","PU","530100","178200","A3212","LA Boundary","0.12","142","127","1698","81","375","71","7","2","1","2","1","84","2365"
"2005","56625","London","Westminster","A40","PU","528000","181020","Marble Arch","A41 Portman St","0.18","75","50","566","357","85","24","2","1","1","0","0","29","1088"
"2005","56890","London","Westminster","A302","PU","530000","179550","Bressenden Place","Parliament Square","0.74","589","618","4844","564","1218","191","18","8","6","2","1","226","7470"
"2005","57536","London","Westminster","A302","PU","528947","179161","Wilton Rd/Vauxhall Bridge Rd","Buckingham Palace Rd","0.12","34","41","790","119","157","35","4","4","2","2","1","48","1156"
"2005","57537","London","Westminster","A501","PU","527862","181939","A41","A41","0.12","81","192","3058","98","430","100","9","12","8","4","4","138","3916"
"2005","57910","London","Westminster","A202","PU","529040","178950","Vauxhall Bridge Rd","Victoria St/Vauxhall Bridge Rd","0.18","77","93","980","86","193","30","2","1","1","1","1","35","1388"
